,Global Rank,Institution,Country,Sector
2694,706,Universitat Paderborn,DEU,Universities
2695,706,Siksha O Anusandhan University,IND,Universities
2696,706,Moscow Polytechnic University,RUS,Universities
2697,706,Shanghai University of Medicine and Health Sciences,CHN,Universities
2698,706,"University of Malaysia, Perlis",MYS,Universities
2699,706,Institute of General Pathology and Physiopathology of the Russian Academy of Medical Sciences,RUS,Health
2700,706,University of Silesia in Katowice,POL,Universities
2701,707,Damietta University,EGY,Universities
2702,707,Xi'an University of Architecture and Technology,CHN,Universities
2703,707,Manipal Global Education Group *,MUL,Companies
2704,707,Institut de Physique du Globe de Paris,FRA,Government
2705,707,Kumamoto University *,JPN,Universities
2706,707,University of Fort Hare,ZAF,Universities
2707,707,Hongik University,KOR,Universities
2708,707,Universitat Osnabruck,DEU,Universities
2709,707,University of Hyderabad,IND,Universities
2710,707,Ming Chi University of Technology,TWN,Universities
2711,707,National United University,TWN,Universities
2712,707,Lebanese University,LBN,Universities
2713,708,Punjab Agricultural University,IND,Universities
2714,708,Technische Universitat Clausthal,DEU,Universities
2715,708,National Taiwan Normal University,TWN,Universities
2716,708,Xinjiang University,CHN,Universities
2717,708,The Szewalski Institute of Fluid-Flow Machinery Polish Academy of Sciences,POL,Government
2718,708,Centro Cientifico Tecnologico La Plata,ARG,Government
2719,708,Otto-von-Guericke-Universitat Magdeburg *,DEU,Universities
2720,708,Heilongjiang University of Chinese Medicine,CHN,Universities
2721,708,Hubei University of Medicine,CHN,Universities
2722,709,Razi University,IRN,Universities
2723,709,National Institute for Environmental Studies,JPN,Government
2724,709,Tianjin University of Traditional Chinese Medicine *,CHN,Universities
2725,709,Vytautas Magnus University,LTU,Universities
2726,709,Agricultural University of Hebei,CHN,Universities
2727,709,Hankyong National University *,KOR,Universities
2728,709,Biology Centre of the ASCR,CZE,Government
2729,709,Comenius University in Bratislava,SVK,Universities
2730,709,Daegu University,KOR,Universities
2731,709,Chengdu University of Technology,CHN,Universities
2732,709,Universidad Nacional de La Plata *,ARG,Universities
2733,709,Toyama Prefectural University,JPN,Universities
2734,710,University of Malta,MLT,Universities
2735,710,Chengdu Medical College,CHN,Universities
2736,710,University of Kitakyushu,JPN,Universities
2737,710,Vietnam Academy of Science and Technology *,VNM,Government
2738,710,International Tomography Center Russian Academy of Sciences,RUS,Government
2739,710,Iuliu Hatieganu University of Medicine and Pharmacy Cluj Napoca,ROU,Universities
2740,710,Tokyo University of Pharmacy and Life Science,JPN,Universities
2741,710,Indian Institute of Space Science and Technology,IND,Universities
2742,710,National Institute of Technology Silchar,IND,Universities
2743,711,Engelhardt Institute of Molecular Biology Russian Academy of Sciences,RUS,Government
2744,711,Institute of Physics of the ASCR,CZE,Government
2745,711,Tokushima University *,JPN,Universities
2746,711,University of Applied Sciences and Arts Western Switzerland *,CHE,Universities
2747,711,Central Glass and Ceramic Research Institute,IND,Government
2748,711,Universidade Federal do Ceara,BRA,Universities
2749,711,Guru Nanak Dev University,IND,Universities
2750,711,Universidade Federal de Vicosa,BRA,Universities
2751,711,Institute of Geology and Geophysics Chinese Academy of Sciences,CHN,Government
2752,711,"Guangzhou Institute of Energy Conversion, Chinese Academy of Sciences",CHN,Government
2753,711,Rothamsted Research,GBR,Government
2754,712,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,PAK,Universities
2755,712,Mus Alparslan University,TUR,Universities
2756,712,National Dong Hwa University,TWN,Universities
2757,712,Thapar Institute of Engineering and Technology,IND,Universities
2758,712,Changchun University of Science and Technology,CHN,Universities
2759,712,Punjabi University,IND,Universities
2760,712,Pontificia Universidad Catolica del Peru,PER,Universities
2761,712,Chinese Academy of Meteorological Sciences,CHN,Government
2762,712,University of Windsor,CAN,Universities
2763,712,Instituto de Investigaciones en Ciencia y Tecnologia de Materiales,ARG,Government
2764,712,University of Agriculture in Krakow,POL,Universities
2765,712,Institute of Applied Physics and Computational Mathematics,CHN,Government
2766,712,Universita degli Studi del Molise,ITA,Universities
2767,712,Dankook University,KOR,Universities
2768,712,Siberian Federal University,RUS,Universities
2769,712,University of Kashmir,IND,Universities
2770,713,Institut Laue-Langevin,FRA,Government
2771,713,Kyushu Institute of Technology,JPN,Universities
2772,713,Sichuan University of Science and Engineering,CHN,Universities
2773,713,Universidade Federal do Parana,BRA,Universities
2774,713,Kitami Institute of Technology,JPN,Universities
2775,713,Toyota Technological Institute,MUL,Universities
2776,713,Scientific and Practical Materials Research Center National Academy of Sciences of Belarus,BLR,Government
2777,713,Universite de Poitiers *,FRA,Universities
2778,713,Kindai University *,JPN,Universities
2779,713,East China Jiaotong University,CHN,Universities
2780,714,Army Engineering University of PLA,CHN,Universities
2781,714,Yanbian University Hospital,CHN,Health
2782,714,Alexandria University *,EGY,Universities
2783,714,Sabanci University,TUR,Universities
2784,714,Gyeongnam National University of Science and Technology,KOR,Universities
2785,714,Technische Universitat Ilmenau,DEU,Universities
2786,714,"Government College University, Faisalabad",PAK,Universities
2787,714,Institute of High Pressure Physics of the Polish Academy of Sciences,POL,Government
2788,715,Yamaguchi University *,JPN,Universities
2789,715,Tabuk University,SAU,Universities
2790,715,Istituto per i Processi Chimico Fisici,ITA,Government
2791,715,Complexe de Recherche Interprofessionnel en Aerothermochimie,FRA,Government
2792,715,"Laboratoire dвЂ™Automatique, de Genie des Procedes et de Genie Pharmaceutique",FRA,Government
2793,715,Mahatma Gandhi University,IND,Universities
2794,715,University of Rijeka,HRV,Universities
2795,716,Chung Shan Medical University Hospital,TWN,Health
2796,716,Dalian Maritime University,CHN,Universities
2797,716,Atilim University,TUR,Universities
2798,716,Nihon University *,JPN,Universities
2799,716,ITMO University,RUS,Universities
2800,716,University of Cyprus,CYP,Universities
2801,716,Providence University,TWN,Universities
2802,717,Kohat University of Science and Technology,PAK,Universities
2803,717,Universidad de Santiago de Chile,CHL,Universities
2804,717,Institute of Technology Sligo,IRL,Universities
2805,717,University of Novi Sad,SRB,Universities
2806,717,South West University Neofit Rilski,BGR,Universities
2807,717,Medical University of Warsaw,POL,Universities
2808,717,Agency for Defense Development,KOR,Government
2809,717,Shenyang University of Chemical Technology,CHN,Universities
2810,717,Universidad de la Republica *,URY,Universities
2811,717,Ferdowsi University of Mashhad,IRN,Universities
2812,717,Shandong Academy of Medical Sciences *,CHN,Health
2813,717,Institut Pasteur of Iran,IRN,Health
2814,717,Ain Shams University *,EGY,Universities
2815,717,Yancheng Teachers University,CHN,Universities
2816,717,Tokyo University of Technology,JPN,Universities
2817,718,Yibin University,CHN,Universities
2818,718,University of Yamanashi *,JPN,Universities
2819,718,Sinop University,TUR,Universities
2820,718,University of Hafr Al-Batin,SAU,Universities
2821,718,Universite de Cergy-Pontoise *,FRA,Universities
2822,718,Hanoi University of Mining and Geology,VNM,Universities
2823,718,Nagaoka University of Technology,JPN,Universities
2824,718,Manipal University,IND,Universities
2825,718,Middle East Technical University,TUR,Universities
2826,718,Ministere de la Culture et de la Communication *,FRA,Government
2827,718,Moscow Institute of Physics and Technology,RUS,Universities
2828,718,Central University of Rajasthan,IND,Universities
2829,719,Universidade Federal de Santa Maria *,BRA,Universities
2830,719,University of Namur,BEL,Universities
2831,719,Gunma University *,JPN,Universities
2832,719,"Laboratoire de Physique des Lasers, Atomes et Molecules",FRA,Government
2833,719,Centro Cientifico Tecnologico Mar del Plata,ARG,Government
2834,719,Erciyes University,TUR,Universities
2835,719,Universidad Autonoma de Chihuahua,MEX,Universities
2836,720,Florida Institute of Technology,USA,Universities
2837,720,Sakarya University *,TUR,Universities
2838,720,Institute of Biomedical Chemistry of the Russian Academy of Medical Sciences,RUS,Health
2839,720,Chongqing Jiaotong University,CHN,Universities
2840,720,Carl von Ossietzky Universitat Oldenburg,DEU,Universities
2841,720,Transilvania University of Brasov,ROU,Universities
2842,720,Southern Taiwan University of Science and Technology,TWN,Universities
2843,721,Shenyang Jianzhu University,CHN,Universities
2844,721,Alagappa University,IND,Universities
2845,721,Hunan Institute of Science and Technology,CHN,Universities
2846,721,Yangtze University,CHN,Universities
2847,721,Diponegoro University,IDN,Universities
2848,721,Institute of Macromolecular Chemistry Petru Poni Romanian Academy,ROU,Government
2849,721,Universidade de Evora,PRT,Universities
2850,722,Institute of Immunology and Experimental Therapy Polish Academy of Sciences,POL,Government
2851,722,University of Management and Technology,PAK,Universities
2852,722,Universidad Autonoma de Nuevo Leon *,MEX,Universities
2853,722,University of Pune,IND,Universities
2854,722,China Electronics Technology Group Corp,CHN,Companies
2855,723,Ankara Yildirim Beyazit University,TUR,Universities
2856,723,Liaoning Normal University,CHN,Universities
2857,723,Xinxiang University,CHN,Universities
2858,723,Instituto de Fisica Fundamental,ESP,Government
2859,723,University of Maragheh,IRN,Universities
2860,723,Indian Institute of Petroleum,IND,Government
2861,723,Putian University,CHN,Universities
2862,723,Petrobras *,MUL,Companies
2863,723,Universidade de Brasilia,BRA,Universities
2864,723,Ankara University,TUR,Universities
2865,723,Gifu University *,JPN,Universities
2866,723,Ministere de lвЂ™Enseignement Superieur et de la Recherche Scientifique *,TUN,Government
2867,723,VSB-Technical University of Ostrava,CZE,Universities
2868,723,Birla Institute of Technology and Science *,IND,Universities
2869,724,Banaras Hindu University,IND,Universities
2870,724,University of Hertfordshire,GBR,Universities
2871,724,University of Shizuoka,JPN,Universities
2872,724,Urmia University,IRN,Universities
2873,724,Lithuanian University of Health Sciences,LTU,Universities
2874,724,"Institute of Chemistry, Academia Sinica",TWN,Government
2875,725,National Institute of Oceanography and Fisheries,EGY,Government
2876,725,Toho University *,JPN,Universities
2877,725,Doshisha University,JPN,Universities
2878,725,Toyohashi University of Technology,JPN,Universities
2879,726,Universidad de Investigacion de Tecnologia Experimental Yachay,ECU,Universities
2880,726,Wroclaw Medical University,POL,Universities
2881,726,Osaka City University *,JPN,Universities
2882,726,John Paul II Catholic University of Lublin,POL,Universities
2883,726,West Pomeranian University of Technology,POL,Universities
2884,726,University of South Africa,ZAF,Universities
2885,726,Jilin Jianzhu University,CHN,Universities
2886,726,Jackson State University,USA,Universities
2887,726,Bhabha Atomic Research Centre,IND,Government
2888,726,Beni Suef University *,EGY,Universities
2889,726,Universidade Estadual de Ponta Grossa,BRA,Universities
2890,727,"Shanxi Normal University, Linfen",CHN,Universities
2891,727,AgResearch Ltd,NZL,Government
2892,727,Hoshi University,JPN,Universities
2893,727,Osaka Institute of Technology,JPN,Universities
2894,727,Hanbat National University,KOR,Universities
2895,727,Technische Universitat Chemnitz,DEU,Universities
2896,727,Hannam University,KOR,Universities
2897,728,Visva-Bharati University,IND,Universities
2898,728,Second Affiliated Hospital Harbin Medical University,CHN,Health
2899,728,Korea Research Institute of Standards and Science,KOR,Government
2900,728,University of Gdansk,POL,Universities
2901,728,Tadeusz Kosciuszko Cracow University of Technology,POL,Universities
2902,728,Centre de Recherches et des Technologies de lвЂ™Energie,TUN,Government
2903,728,Qinghai University,CHN,Universities
2904,728,Semyung University,KOR,Universities
2905,729,Charles Sturt University,AUS,Universities
2906,729,Delhi Technological University,IND,Universities
2907,729,Fatima Jinnah Women University,PAK,Universities
2908,729,Stefan Cel Mare University,ROU,Universities
2909,730,Institute of Electronic Materials Technology,POL,Government
2910,730,Centro Cientifico Tecnologico San Luis,ARG,Government
2911,731,Shivaji University,IND,Universities
2912,731,Assiut University *,EGY,Universities
2913,731,AGH University of Science and Technology,POL,Universities
2914,731,Universite de La Rochelle *,FRA,Universities
